2025-09-13 12:29:17,175 - INFO - Validator logging started - Log file: logs/validator_20250913_122917.log
2025-09-13 12:29:18,081 - INFO - === VALIDATOR TEST SESSION STARTED ===
2025-09-13 12:29:18,082 - INFO - Available actions: ['add', 'remove', 'set', 'view', 'clear', 'restore', 'availability', 'price', 'catalog']
2025-09-13 12:29:19,312 - INFO - API connection successful
2025-09-13 12:29:19,320 - INFO - Starting validation on 200 scenarios
2025-09-13 12:29:19,383 - INFO - VALIDATION PASSED - Intent: 'modify_cart' | Text: '- oil then add milk 3 crate' | Rasa actions: [{'action': 'remove', 'confidence': 'high', 'confidence_score': 0.9999991655349731, 'product': 'oil', 'product_from': None, 'product_to': None, 'quantity': None, 'unit': None}, {'action': 'add', 'confidence': 'high', 'confidence_score': 0.9999991655349731, 'product': 'milk', 'product_from': None, 'product_to': None, 'quantity': 3.0, 'unit': 'crate'}]
2025-09-13 12:29:20,714 - INFO - VALIDATION PASSED - Intent: 'modify_cart' | Text: 'increase sugar by 3 bag and remove all sugar' | Rasa actions: [{'action': 'add', 'product': 'sugar', 'quantity': 3.0, 'unit': 'bag'}, {'action': 'remove', 'product': 'sugar', 'quantity': None, 'unit': None}]
2025-09-13 12:29:20,765 - INFO - VALIDATION PASSED - Intent: 'modify_cart' | Text: 'please add 7 crate of beans & 3crate fish to cart; please add 3 crate of plantain' | Rasa actions: [{'action': 'add', 'confidence': 'high', 'confidence_score': 0.9999978542327881, 'product': 'beans', 'product_from': None, 'product_to': None, 'quantity': 7.0, 'unit': 'crate'}, {'action': 'add', 'confidence': 'high', 'confidence_score': 0.9999978542327881, 'product': 'beans', 'product_from': None, 'product_to': None, 'quantity': 3.0, 'unit': 'crate'}, {'action': 'add', 'confidence': 'high', 'confidence_score': 0.9999978542327881, 'product': 'fish', 'product_from': None, 'product_to': None, 'quantity': None, 'unit': 'crate'}, {'action': 'add', 'confidence': 'high', 'confidence_score': 0.9999978542327881, 'product': 'plantain', 'product_from': None, 'product_to': None, 'quantity': 3.0, 'unit': 'crate'}]
2025-09-13 12:29:20,807 - INFO - VALIDATION PASSED - Intent: 'modify_cart' | Text: 'replace crayfish with 4 tin' | Rasa actions: [{'action': 'set', 'confidence': 'high', 'confidence_score': 0.9999908208847046, 'product': 'crayfish', 'product_from': None, 'product_to': None, 'quantity': 4.0, 'unit': 'tin'}]
2025-09-13 12:29:20,856 - INFO - VALIDATION PASSED - Intent: 'modify_cart' | Text: 'take out tomatoes from my basket; add noodles 10 crate' | Rasa actions: [{'action': 'remove', 'confidence': 'high', 'confidence_score': 0.9999984502792358, 'product': 'tomatoes', 'product_from': None, 'product_to': None, 'quantity': None, 'unit': None}, {'action': 'add', 'confidence': 'high', 'confidence_score': 0.9999984502792358, 'product': 'noodles', 'product_from': None, 'product_to': None, 'quantity': 10.0, 'unit': 'crate'}]
2025-09-13 12:29:20,902 - INFO - VALIDATION PASSED - Intent: 'modify_cart' | Text: 'change noodles to 2 bag then inc noodles 1 bag' | Rasa actions: [{'action': 'set', 'confidence': 'high', 'confidence_score': 0.9999985694885254, 'product': 'noodles', 'product_from': None, 'product_to': None, 'quantity': 2.0, 'unit': 'bag'}, {'action': 'add', 'confidence': 'high', 'confidence_score': 0.9999985694885254, 'product': 'noodles', 'product_from': None, 'product_to': None, 'quantity': 1.0, 'unit': 'bag'}]
2025-09-13 12:29:20,945 - INFO - VALIDATION PASSED - Intent: 'modify_cart' | Text: 'please add five packet of yam' | Rasa actions: [{'action': 'add', 'confidence': 'high', 'confidence_score': 0.9999986886978149, 'product': 'yam', 'product_from': None, 'product_to': None, 'quantity': 5.0, 'unit': 'packet'}]
2025-09-13 12:29:20,986 - INFO - VALIDATION PASSED - Intent: 'modify_cart' | Text: 'make butter exactly 10 bag' | Rasa actions: [{'action': 'set', 'confidence': 'high', 'confidence_score': 0.9999974966049194, 'product': 'butter', 'product_from': None, 'product_to': None, 'quantity': 10.0, 'unit': 'bag'}]
2025-09-13 12:29:21,037 - INFO - VALIDATION PASSED - Intent: 'modify_cart' | Text: 'put 5 bottle noodles in my cart; change fish to a bottle, minus 2 bottle beans' | Rasa actions: [{'action': 'add', 'confidence': 'high', 'confidence_score': 0.9999969005584717, 'product': 'noodles', 'product_from': None, 'product_to': None, 'quantity': 5.0, 'unit': 'bottle'}, {'action': 'set', 'confidence': 'high', 'confidence_score': 0.9999969005584717, 'product': 'fish', 'product_from': None, 'product_to': None, 'quantity': None, 'unit': 'bottle'}, {'action': 'set', 'confidence': 'high', 'confidence_score': 0.9999969005584717, 'product': 'beans', 'product_from': None, 'product_to': None, 'quantity': 2.0, 'unit': 'bottle'}]
2025-09-13 12:29:21,079 - WARNING - VALIDATION FAILED - Intent: 'modify_cart' | Text: 'change kwulikwili to 4 bunch' | Failed checks: ['product_mismatch'] | Rasa actions: [{'action': 'set', 'confidence': 'high', 'confidence_score': 0.9999970197677612, 'product': 'kwulikwili to', 'product_from': 'kwulikwili', 'product_to': 'kwulikwili to', 'quantity': 4.0, 'unit': 'bunch'}]
2025-09-13 12:29:21,122 - INFO - VALIDATION PASSED - Intent: 'modify_cart' | Text: 'remove plantain & add salt 2 bottle' | Rasa actions: [{'action': 'remove', 'confidence': 'high', 'confidence_score': 0.9999995231628418, 'product': 'plantain', 'product_from': None, 'product_to': None, 'quantity': None, 'unit': None}, {'action': 'add', 'confidence': 'high', 'confidence_score': 0.9999995231628418, 'product': 'salt', 'product_from': None, 'product_to': None, 'quantity': 2.0, 'unit': 'bottle'}]
2025-09-13 12:29:21,166 - INFO - VALIDATION PASSED - Intent: 'modify_cart' | Text: 'replace yam with 3 bunch' | Rasa actions: [{'action': 'set', 'confidence': 'high', 'confidence_score': 0.9999896287918091, 'product': 'yam', 'product_from': None, 'product_to': None, 'quantity': 3.0, 'unit': 'bunch'}]
2025-09-13 12:29:21,218 - INFO - VALIDATION PASSED - Intent: 'modify_cart' | Text: 'include 5 kg plantain and make yam exactly 2 kg; minus 2 kg milk to cart' | Rasa actions: [{'action': 'add', 'confidence': 'high', 'confidence_score': 0.9999996423721313, 'product': 'plantain', 'product_from': None, 'product_to': None, 'quantity': 5.0, 'unit': 'kg'}, {'action': 'set', 'confidence': 'high', 'confidence_score': 0.9999996423721313, 'product': 'yam', 'product_from': None, 'product_to': None, 'quantity': 2.0, 'unit': 'kg'}, {'action': 'set', 'confidence': 'high', 'confidence_score': 0.9999996423721313, 'product': 'milk', 'product_from': None, 'product_to': None, 'quantity': 2.0, 'unit': 'kg'}]
2025-09-13 12:29:21,243 - ERROR - API call failed for scenario 14: rm crayfish; 7bag yam to cart
2025-09-13 12:29:21,287 - INFO - VALIDATION PASSED - Intent: 'modify_cart' | Text: 'add 2 crate oil; update yam to 3 crate and less garri by three crate' | Rasa actions: [{'action': 'add', 'confidence': 'high', 'confidence_score': 0.9999996423721313, 'product': 'oil', 'product_from': None, 'product_to': None, 'quantity': 2.0, 'unit': 'crate'}, {'action': 'set', 'confidence': 'high', 'confidence_score': 0.9999996423721313, 'product': 'yam', 'product_from': None, 'product_to': None, 'quantity': 3.0, 'unit': 'crate'}, {'action': 'remove', 'confidence': 'high', 'confidence_score': 0.9999996423721313, 'product': 'garri', 'product_from': None, 'product_to': None, 'quantity': 3.0, 'unit': 'crate'}]
2025-09-13 12:29:21,336 - INFO - VALIDATION PASSED - Intent: 'modify_cart' | Text: 'get rid of crayfish then put 10 bag sugar in my cart to cart' | Rasa actions: [{'action': 'remove', 'confidence': 'high', 'confidence_score': 0.9999819993972778, 'product': 'crayfish', 'product_from': None, 'product_to': None, 'quantity': None, 'unit': None}, {'action': 'add', 'confidence': 'high', 'confidence_score': 0.9999819993972778, 'product': 'sugar', 'product_from': None, 'product_to': None, 'quantity': 10.0, 'unit': 'bag'}]
